name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,4,6,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,2,0,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Steven Adams","Oklahoma City Thunder",2017-04-04,2016,2991235,1610612760,400900537,3,4,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"JaVale McGee","Golden State Warriors",2017-04-04,2016,3452,1610612744,400900540,1,4,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Justin Holiday","New York Knicks",2017-04-04,2016,2284101,1610612752,400900538,4,9,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Noah Vonleh","Portland Trail Blazers",2017-04-06,2016,3078284,1610612757,400900556,1,11,28,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Shabazz Muhammad","Minnesota Timberwolves",2017-04-04,2016,2993875,1610612750,400900540,2,8,31,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Brandan Wright","Memphis Grizzlies",2017-04-04,2016,3242,1610612763,400900539,2,1,28,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,2,3,28,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-06,2016,3064290,1610612753,400900552,3,1,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Giannis Antetokounmpo","Milwaukee Bucks",2017-04-06,2016,3032977,1610612749,400900553,1,0,54,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Indiana Pacers",-27,11,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2017-04-04,2016,2991282,1610612758,400900541,3,9,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,1,11,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Atlanta Hawks",2017-04-06,2016,2384,1610612737,400900555,3,6,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Brandan Wright","Memphis Grizzlies",2017-04-04,2016,3242,1610612763,400900539,4,6,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,2,5,51,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Dallas Mavericks",2017-04-04,2016,2991280,1610612742,400900541,3,5,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"AJ Hammons","Dallas Mavericks",2017-04-04,2016,2991178,1610612742,400900541,3,1,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,2,0,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"JaVale McGee","Golden State Warriors",2017-04-04,2016,3452,1610612744,400900540,1,2,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Jimmy Butler","Chicago Bulls",2017-04-04,2016,6430,1610612741,400900538,1,8,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Jerami Grant","Oklahoma City Thunder",2017-04-04,2016,2991070,1610612760,400900537,4,3,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-06,2016,3064290,1610612753,400900552,3,6,47,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Jimmy Butler","Chicago Bulls",2017-04-04,2016,6430,1610612741,400900538,3,8,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Victor Oladipo","Oklahoma City Thunder",2017-04-04,2016,2527963,1610612760,400900537,3,10,11,0,"Alley Oop Layup shot","2PT Field Goal",0,"Milwaukee Bucks",-2,-1,0,0.00,,0.00,0.00
"Richaun Holmes","Philadelphia 76ers",2017-04-06,2016,2993370,1610612755,400900551,1,3,17,0,"Alley Oop Layup shot","2PT Field Goal",1,"Chicago Bulls",-16,-1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2017-04-04,2016,2530596,1610612760,400900537,2,2,54,0,"Alley Oop Layup shot","2PT Field Goal",2,"Milwaukee Bucks",27,0,0,0.00,,0.00,0.00
"Trevor Booker","Brooklyn Nets",2017-04-04,2016,4270,1610612751,400900532,3,2,35,0,"Alley Oop Layup shot","2PT Field Goal",1,"Philadelphia 76ers",-4,16,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-04-04,2016,2983,1610612759,400900539,4,0,01,1,"Alley Oop Layup shot","2PT Field Goal",1,"Memphis Grizzlies",9,7,0,0.00,,0.00,0.00
"Kevin Love","Cleveland Cavaliers",2017-04-04,2016,3449,1610612739,400900534,3,3,09,0,"Alley Oop Layup shot","2PT Field Goal",1,"Orlando Magic",-11,11,0,0.00,,0.00,0.00
"Robin Lopez","Chicago Bulls",2017-04-06,2016,3447,1610612741,400900551,2,4,49,0,"Alley Oop Layup shot","2PT Field Goal",2,"Philadelphia 76ers",-29,7,0,0.00,,0.00,0.00
"Jrue Holiday","New Orleans Pelicans",2017-04-04,2016,3995,1610612740,400900536,1,8,56,1,"Alley Oop Layup shot","2PT Field Goal",1,"Denver Nuggets",-19,3,0,0.00,,0.00,0.00
"Manu Ginobili","San Antonio Spurs",2017-04-04,2016,272,1610612759,400900539,1,1,17,0,"Alley Oop Layup shot","2PT Field Goal",1,"Memphis Grizzlies",-12,-5,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-06,2016,3064290,1610612753,400900552,4,3,28,1,"Alley Oop Layup shot","2PT Field Goal",2,"Brooklyn Nets",2,28,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,4,0,52,1,"Alley Oop Layup shot","2PT Field Goal",2,"Denver Nuggets",4,21,0,0.00,,0.00,0.00
"Rudy Gobert","Utah Jazz",2017-04-04,2016,3032976,1610612762,400900542,1,7,47,1,"Alley Oop Layup shot","2PT Field Goal",1,"Portland Trail Blazers",-6,11,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2017-04-04,2016,2991282,1610612758,400900541,1,6,06,0,"Alley Oop Layup shot","2PT Field Goal",2,"Dallas Mavericks",-20,21,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-04-04,2016,6606,1610612757,400900542,4,7,19,1,"Alley Oop Layup shot","2PT Field Goal",0,"Utah Jazz",-7,7,0,0.00,,0.00,0.00
"Bismack Biyombo","Orlando Magic",2017-04-04,2016,6427,1610612753,400900534,4,7,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Nicolas Brussino","Dallas Mavericks",2017-04-04,2016,3929314,1610612742,400900541,3,6,18,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Giannis Antetokounmpo","Milwaukee Bucks",2017-04-04,2016,3032977,1610612749,400900537,3,9,00,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Denver Nuggets",2017-04-04,2016,2488653,1610612743,400900536,3,10,46,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2017-04-04,2016,2530596,1610612760,400900537,3,6,09,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Steven Adams","Oklahoma City Thunder",2017-04-04,2016,2991235,1610612760,400900537,1,6,21,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Harrison Barnes","Dallas Mavericks",2017-04-04,2016,6578,1610612742,400900541,2,5,38,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Markieff Morris","Washington Wizards",2017-04-04,2016,6461,1610612764,400900533,1,4,30,1,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Jerami Grant","Oklahoma City Thunder",2017-04-04,2016,2991070,1610612760,400900537,4,2,01,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Dante Exum","Utah Jazz",2017-04-04,2016,3102528,1610612762,400900542,2,7,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Georgios Papagiannis","Sacramento Kings",2017-04-04,2016,4017846,1610612758,400900541,4,10,09,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Rondae HollisJefferson","Brooklyn Nets",2017-04-04,2016,3064291,1610612751,400900532,1,10,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2017-04-04,2016,2999547,1610612743,400900536,2,3,07,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Thaddeus Young","Indiana Pacers",2017-04-06,2016,3244,1610612754,400900553,3,5,18,1,"Cutting Dunk Shot","2PT Field Goal",2,"Milwaukee Bucks",4,21,0,0.00,,0.00,0.00
"Dwight Powell","Dallas Mavericks",2017-04-04,2016,2531367,1610612742,400900541,4,3,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Rondae HollisJefferson","Brooklyn Nets",2017-04-04,2016,3064291,1610612751,400900532,2,1,46,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Marcin Gortat","Washington Wizards",2017-04-04,2016,2758,1610612764,400900533,2,3,53,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Charlotte Hornets",4,0,0,0.00,,0.00,0.00
"Shawn Long","Philadelphia 76ers",2017-04-04,2016,,1610612755,400900532,4,10,01,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Brooklyn Nets",-2,11,0,0.00,,0.00,0.00
"Rudy Gobert","Utah Jazz",2017-04-04,2016,3032976,1610612762,400900542,2,5,35,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",15,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-04-04,2016,3975,1610612744,400900540,3,2,04,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",1,26,0,0.00,,0.00,0.00
"Thaddeus Young","Indiana Pacers",2017-04-04,2016,3244,1610612754,400900535,4,6,20,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",-6,18,0,0.00,,0.00,0.00
"Brandan Wright","Memphis Grizzlies",2017-04-04,2016,3242,1610612763,400900539,2,3,23,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,16,0,0.00,,0.00,0.00
"Myles Turner","Indiana Pacers",2017-04-06,2016,3133628,1610612754,400900553,1,10,34,0,"Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",9,26,0,0.00,,0.00,0.00
"PJ Tucker","Toronto Raptors",2017-04-04,2016,3033,1610612761,400900535,4,10,51,0,"Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Indiana Pacers",17,-10,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-04-04,2016,6475,1610612744,400900540,4,6,48,1,"Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",0,13,0,0.00,,0.00,0.00
"Nikola Jokic","Denver Nuggets",2017-04-04,2016,3112335,1610612743,400900536,1,3,46,1,"Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-19,3,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2017-04-04,2016,6583,1610612740,400900536,3,2,11,1,"Cutting Layup Shot","2PT Field Goal",2,"Denver Nuggets",10,21,0,0.00,,0.00,0.00
"Jeff Withey","Utah Jazz",2017-04-04,2016,2333797,1610612762,400900542,4,11,04,1,"Cutting Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",17,7,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2017-04-06,2016,6478,1610612753,400900552,3,10,30,1,"Cutting Layup Shot","2PT Field Goal",2,"Brooklyn Nets",9,21,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2017-04-04,2016,2991282,1610612758,400900541,1,9,37,1,"Cutting Layup Shot","2PT Field Goal",4,"Dallas Mavericks",-1,46,0,0.00,,0.00,0.00
"Emmanuel Mudiay","Denver Nuggets",2017-04-04,2016,3892818,1610612743,400900536,2,1,59,1,"Cutting Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",-9,3,0,0.00,,0.00,0.00
"Justin Hamilton","Brooklyn Nets",2017-04-04,2016,6590,1610612751,400900532,4,11,04,1,"Cutting Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",17,-5,0,0.00,,0.00,0.00
"Domantas Sabonis","Oklahoma City Thunder",2017-04-04,2016,3155942,1610612760,400900537,2,9,59,0,"Cutting Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-11,8,0,0.00,,0.00,0.00
"Avery Bradley","Boston Celtics",2017-04-06,2016,4240,1610612738,400900555,4,7,54,1,"Cutting Layup Shot","2PT Field Goal",0,"Atlanta Hawks",-4,7,0,0.00,,0.00,0.00
"Justin Hamilton","Brooklyn Nets",2017-04-06,2016,6590,1610612751,400900552,1,0,01,1,"Cutting Layup Shot","2PT Field Goal",1,"Orlando Magic",2,18,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2017-04-06,2016,6478,1610612753,400900552,1,8,16,0,"Cutting Layup Shot","2PT Field Goal",1,"Brooklyn Nets",0,16,0,0.00,,0.00,0.00
"Alex Poythress","Philadelphia 76ers",2017-04-04,2016,,1610612755,400900532,1,4,14,1,"Cutting Layup Shot","2PT Field Goal",1,"Brooklyn Nets",15,3,0,0.00,,0.00,0.00
"Thaddeus Young","Indiana Pacers",2017-04-04,2016,3244,1610612754,400900535,3,7,40,1,"Cutting Layup Shot","2PT Field Goal",4,"Toronto Raptors",-7,41,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2017-04-06,2016,3136195,1610612750,400900556,1,3,46,1,"Cutting Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",10,-5,0,0.00,,0.00,0.00
"Zach Randolph","Memphis Grizzlies",2017-04-04,2016,1017,1610612763,400900539,4,11,46,1,"Cutting Layup Shot","2PT Field Goal",2,"San Antonio Spurs",-20,-1,0,0.00,,0.00,0.00
"Bismack Biyombo","Orlando Magic",2017-04-04,2016,6427,1610612753,400900534,2,6,04,0,"Cutting Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",4,26,0,0.00,,0.00,0.00
"Doug McDermott","Oklahoma City Thunder",2017-04-04,2016,2528588,1610612760,400900537,4,2,32,0,"Cutting Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-1,16,0,0.00,,0.00,0.00
"Marco Belinelli","Charlotte Hornets",2017-04-04,2016,3190,1610612766,400900533,4,6,59,1,"Cutting Layup Shot","2PT Field Goal",2,"Washington Wizards",20,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,1,10,41,1,"Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",24,7,0,0.00,,0.00,0.00
"Allen Crabbe","Portland Trail Blazers",2017-04-04,2016,2531210,1610612757,400900542,4,10,50,1,"Cutting Layup Shot","2PT Field Goal",0,"Utah Jazz",9,2,0,0.00,,0.00,0.00
"Shabazz Muhammad","Minnesota Timberwolves",2017-04-06,2016,2993875,1610612750,400900556,3,1,52,1,"Cutting Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",4,21,0,0.00,,0.00,0.00
"Tim Hardaway Jr","Atlanta Hawks",2017-04-06,2016,2528210,1610612737,400900555,1,5,34,1,"Cutting Layup Shot","2PT Field Goal",1,"Boston Celtics",-2,11,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-04,2016,3064290,1610612753,400900534,4,4,33,0,"Cutting Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",0,29,0,0.00,,0.00,0.00
"Ian Clark","Golden State Warriors",2017-04-04,2016,2489785,1610612744,400900540,2,7,49,1,"Cutting Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",17,13,0,0.00,,0.00,0.00
"Avery Bradley","Boston Celtics",2017-04-06,2016,4240,1610612738,400900555,2,6,17,1,"Cutting Layup Shot","2PT Field Goal",0,"Atlanta Hawks",-2,-1,0,0.00,,0.00,0.00
"Khris Middleton","Milwaukee Bucks",2017-04-04,2016,6609,1610612749,400900537,2,4,01,1,"Cutting Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",9,3,0,0.00,,0.00,0.00
"Tiago Splitter","Philadelphia 76ers",2017-04-06,2016,3233,1610612755,400900551,2,1,42,1,"Cutting Layup Shot","2PT Field Goal",1,"Chicago Bulls",14,0,0,0.00,,0.00,0.00
"Jodie Meeks","Orlando Magic",2017-04-04,2016,4003,1610612753,400900534,4,8,55,1,"Cutting Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-1,-10,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-04-04,2016,3468,1610612760,400900537,3,7,15,0,"Cutting Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",9,-6,0,0.00,,0.00,0.00
"Spencer Hawes","Milwaukee Bucks",2017-04-04,2016,3211,1610612749,400900537,2,6,53,1,"Cutting Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-9,11,0,0.00,,0.00,0.00
"Archie Goodwin","Brooklyn Nets",2017-04-06,2016,2991281,1610612751,400900552,2,5,54,1,"Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",9,23,0,0.00,,0.00,0.00
"Shawn Long","Philadelphia 76ers",2017-04-06,2016,,1610612755,400900551,2,9,25,0,"Cutting Layup Shot","2PT Field Goal",1,"Chicago Bulls",10,2,0,0.00,,0.00,0.00
"Devin Harris","Dallas Mavericks",2017-04-04,2016,2382,1610612742,400900541,1,4,55,1,"Cutting Layup Shot","2PT Field Goal",2,"Sacramento Kings",27,11,0,0.00,,0.00,0.00
"Stephen Zimmerman","Orlando Magic",2017-04-06,2016,3936102,1610612753,400900552,4,11,28,0,"Cutting Layup Shot","2PT Field Goal",2,"Brooklyn Nets",-12,18,0,0.00,,0.00,0.00
"Devin Harris","Dallas Mavericks",2017-04-04,2016,2382,1610612742,400900541,2,9,48,1,"Cutting Layup Shot","2PT Field Goal",4,"Sacramento Kings",40,18,0,0.00,,0.00,0.00
"David West","Golden State Warriors",2017-04-04,2016,2177,1610612744,400900540,2,11,12,1,"Cutting Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-4,26,0,0.00,,0.00,0.00
"Shawn Long","Philadelphia 76ers",2017-04-06,2016,,1610612755,400900551,3,0,46,0,"Cutting Layup Shot","2PT Field Goal",1,"Chicago Bulls",-16,-11,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-04,2016,3064290,1610612753,400900534,3,11,28,0,"Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-4,-1,0,0.00,,0.00,0.00
"Greg Monroe","Milwaukee Bucks",2017-04-04,2016,4260,1610612749,400900537,3,2,17,1,"Cutting Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-22,-1,0,0.00,,0.00,0.00
"Marcin Gortat","Washington Wizards",2017-04-04,2016,2758,1610612764,400900533,3,2,13,1,"Cutting Layup Shot","2PT Field Goal",1,"Charlotte Hornets",12,0,0,0.00,,0.00,0.00
"Damjan Rudez","Orlando Magic",2017-04-04,2016,2309097,1610612753,400900534,4,3,34,1,"Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-4,-6,0,0.00,,0.00,0.00
"PJ Tucker","Toronto Raptors",2017-04-04,2016,3033,1610612761,400900535,4,8,18,0,"Cutting Layup Shot","2PT Field Goal",2,"Indiana Pacers",-2,28,0,0.00,,0.00,0.00
"Gordon Hayward","Utah Jazz",2017-04-04,2016,4249,1610612762,400900542,2,4,20,1,"Cutting Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",9,2,0,0.00,,0.00,0.00
"Nikola Mirotic","Chicago Bulls",2017-04-06,2016,6459,1610612741,400900551,3,8,44,1,"Cutting Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-12,-5,0,0.00,,0.00,0.00
"Omri Casspi","Minnesota Timberwolves",2017-04-06,2016,3554,1610612750,400900556,2,7,07,1,"Cutting Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-12,2,0,0.00,,0.00,0.00
"Taurean Prince","Atlanta Hawks",2017-04-06,2016,2990962,1610612737,400900555,4,2,42,1,"Cutting Layup Shot","2PT Field Goal",0,"Boston Celtics",4,8,0,0.00,,0.00,0.00
"Alex Poythress","Philadelphia 76ers",2017-04-04,2016,,1610612755,400900532,4,4,53,1,"Driving Bank shot","2PT Field Goal",3,"Brooklyn Nets",-29,23,0,0.00,,0.00,0.00
"DJ Augustin","Orlando Magic",2017-04-06,2016,3415,1610612753,400900552,2,5,34,0,"Driving Bank shot","2PT Field Goal",10,"Brooklyn Nets",89,46,0,0.00,,0.00,0.00
"Aaron Brooks","Indiana Pacers",2017-04-06,2016,3192,1610612754,400900553,4,6,23,1,"Driving Bank shot","2PT Field Goal",13,"Milwaukee Bucks",130,46,0,0.00,,0.00,0.00
"Deron Williams","Cleveland Cavaliers",2017-04-04,2016,2798,1610612739,400900534,4,9,38,1,"Driving Bank shot","2PT Field Goal",5,"Orlando Magic",46,26,0,0.00,,0.00,0.00
"Nicolas Batum","Charlotte Hornets",2017-04-04,2016,3416,1610612766,400900533,1,9,13,1,"Driving Bank shot","2PT Field Goal",5,"Washington Wizards",50,21,0,0.00,,0.00,0.00
"Trevor Booker","Brooklyn Nets",2017-04-04,2016,4270,1610612751,400900532,3,0,26,1,"Driving Bank shot","2PT Field Goal",6,"Philadelphia 76ers",-58,21,0,0.00,,0.00,0.00
"Jason Terry","Milwaukee Bucks",2017-04-06,2016,841,1610612749,400900553,4,10,14,1,"Driving Bank shot","2PT Field Goal",5,"Indiana Pacers",17,56,0,0.00,,0.00,0.00
"Bradley Beal","Washington Wizards",2017-04-06,2016,6580,1610612764,400900554,1,7,10,1,"Driving Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"DeMar DeRozan","Toronto Raptors",2017-04-04,2016,3978,1610612761,400900535,3,1,21,1,"Driving Dunk Shot","2PT Field Goal",2,"Indiana Pacers",-4,26,0,0.00,,0.00,0.00
"Giannis Antetokounmpo","Milwaukee Bucks",2017-04-06,2016,3032977,1610612749,400900553,1,6,15,1,"Driving Dunk Shot","2PT Field Goal",2,"Indiana Pacers",10,18,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-04-04,2016,4237,1610612764,400900533,3,4,24,1,"Driving Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2017-04-04,2016,6589,1610612744,400900540,2,4,56,1,"Driving Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Myles Turner","Indiana Pacers",2017-04-06,2016,3133628,1610612754,400900553,2,3,19,1,"Driving Dunk Shot","2PT Field Goal",3,"Milwaukee Bucks",-1,31,0,0.00,,0.00,0.00
"DeMar DeRozan","Toronto Raptors",2017-04-04,2016,3978,1610612761,400900535,1,0,38,1,"Driving Dunk Shot","2PT Field Goal",4,"Indiana Pacers",30,28,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2017-04-06,2016,4237,1610612764,400900554,4,1,56,1,"Driving Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Markieff Morris","Washington Wizards",2017-04-04,2016,6461,1610612764,400900533,2,6,01,1,"Driving Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Justin Holiday","New York Knicks",2017-04-06,2016,2284101,1610612752,400900554,3,4,07,0,"Driving Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Paul Millsap","Atlanta Hawks",2017-04-06,2016,3015,1610612737,400900555,4,1,32,0,"Driving Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-06,2016,3064290,1610612753,400900552,3,6,12,0,"Driving Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",-1,7,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2017-04-06,2016,3064290,1610612753,400900552,1,7,56,1,"Driving Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Shawn Long","Philadelphia 76ers",2017-04-04,2016,,1610612755,400900532,4,6,12,1,"Driving Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Justin Anderson","Philadelphia 76ers",2017-04-06,2016,2982340,1610612755,400900551,3,9,53,1,"Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",-1,7,0,0.00,,0.00,0.00
"Elfrid Payton","Orlando Magic",2017-04-04,2016,2583639,1610612753,400900534,1,3,26,1,"Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-04-04,2016,1966,1610612739,400900534,2,11,47,1,"Driving Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
